"Segment","Surface area [mm2]","Number of voxels [voxels]","Volume [mm3]","Volume [cm3]","Minimum","Maximum","Mean","Median","Standard Deviation"
"Precentral L",2181.87,10492,5371.88,5.37188,824,1846,1428.17,1427,178.33
"Precentral R",2100.15,10017,5128.68,5.12868,861,1834,1444.73,1464,177.751
"Frontal Sup L",2493.79,8960,4587.5,4.5875,935,2031,1477,1476,191.978
"Frontal Sup R",2507.08,9957,5097.96,5.09796,861,1908,1464.68,1476,192.899
"Frontal Sup Orb L",1120.7,3299,1689.08,1.68908,849,2043,1507.64,1574,229.998
"Frontal Sup Orb R",1140.32,3710,1899.51,1.89951,824,1945,1492.76,1562,212.314
"Frontal Mid L",2696.34,13465,6894.05,6.89405,972,2043,1508.71,1525,173.519
"Frontal Mid R",2674.97,13785,7057.89,7.05789,923,2043,1514.13,1525,174.112
"Frontal Mid Orb L",1154.77,4172,2136.06,2.13606,935,1945,1451.6,1464,217.899
"Frontal Mid Orb R",1295,4776,2445.3,2.4453,923,1969,1463.16,1488,228.978
"Frontal Inf Oper L",879.252,3293,1686.01,1.68601,911,1883,1471.34,1500,179.456
"Frontal Inf Oper R",967.159,3808,1949.69,1.94969,849,1834,1459.93,1488,175.453
"Frontal Inf Tri L",878.109,3410,1745.91,1.74591,972,1920,1439.65,1451,176.754
"Frontal Inf Tri R",770.867,2618,1340.41,1.34041,960,1809,1431.22,1451,170.628
"Frontal Inf Orb L",1166.56,4303,2203.13,2.20313,689,2006,1445.42,1476,237.027
"Frontal Inf Orb R",1131.81,4464,2285.56,2.28556,763,1994,1431.9,1464,232.966
"Rolandic Oper L",1420.62,5319,2723.32,2.72332,861,1834,1430.56,1451,183.468
"Rolandic Oper R",1073.19,3107,1590.78,1.59078,750,1735,1405.68,1402,182.152
"Supp Motor Area L",1745.43,7084,3626.99,3.62699,800,2068,1461.11,1451,244.693
"Supp Motor Area R",1544.04,6338,3245.04,3.24504,874,1932,1447.94,1451,240.779
"Olfactory L",902.294,2302,1178.62,1.17862,824,1945,1431.91,1414,231.628
"Olfactory R",949.711,2281,1167.87,1.16787,837,1895,1410.62,1414,226.035
"Frontal Sup Medial L",1578.05,6359,3255.8,3.2558,947,1945,1473.83,1500,218.912
"Frontal Sup Medial R",1658.76,7053,3611.12,3.61112,935,1932,1476.82,1500,213.891
"Frontal Med Orb L",553.247,1247,638.462,0.638462,947,1748,1411.67,1439,185.416
"Frontal Med Orb R",475.818,1110,568.318,0.568318,935,1760,1375.86,1390,166.938
"Rectus L",853.456,2156,1103.87,1.10387,874,1871,1404.96,1414,223.556
"Rectus R",895.546,2348,1202.17,1.20217,874,1945,1397.15,1414,214.549
"Insula L",1979.12,6065,3105.27,3.10527,787,2018,1448.22,1439,220.135
"Insula R",1987.82,6399,3276.28,3.27628,787,1908,1419.39,1427,201.835
"Cingulum Ant L",1203.41,4247,2174.46,2.17446,1058,1871,1438.89,1451,151.526
"Cingulum Ant R",1178.99,3902,1997.82,1.99782,1095,1785,1442.94,1464,142.381
"Cingulum Mid L",1578.91,5930,3036.15,3.03615,1046,2092,1493.45,1488,190.675
"Cingulum Mid R",1776.85,6288,3219.44,3.21944,960,2080,1488.31,1500,186.723
"Cingulum Post L",494.916,1322,676.861,0.676861,1021,1969,1407.64,1353,217.879
"Cingulum Post R",502.842,1319,675.325,0.675325,960,1871,1394.15,1340,204.833
"Hippocampus L",1065.92,2290,1172.48,1.17248,787,1871,1266.07,1279,166.027
"Hippocampus R",1203.07,2547,1304.06,1.30406,750,1785,1228.98,1230,166.007
"ParaHippocampal L",1574.13,4601,2355.7,2.3557,640,2129,1358.77,1402,285.227
"ParaHippocampal R",1480.2,4226,2163.7,2.1637,677,2105,1336.85,1353,265.799
"Amygdala L",259.71,651,333.311,0.333311,1021,1760,1355.94,1377,103.603
"Amygdala R",274.962,715,366.079,0.366079,1034,1822,1341.35,1353,112.163
"Calcarine L",1366.98,4988,2553.85,2.55385,874,1908,1422.73,1427,167.43
"Calcarine R",1454.6,4845,2480.63,2.48063,787,1871,1395.49,1390,157.647
"Cuneus L",1155.56,3121,1597.95,1.59795,861,1871,1431.33,1439,196.814
"Cuneus R",892.279,2279,1166.84,1.16684,874,1883,1362.84,1353,183.131
"Lingual L",2171.39,10155,5199.34,5.19934,726,1945,1431.72,1427,188.415
"Lingual R",2118.69,9776,5005.29,5.00529,750,1994,1424.32,1414,185.89
"Occipital Sup L",1144.37,3331,1705.47,1.70547,972,1932,1455.73,1464,187.581
"Occipital Sup R",1108.52,3859,1975.8,1.9758,849,1883,1428.61,1439,182.075
"Occipital Mid L",1624.72,7433,3805.68,3.80568,1058,1920,1522.4,1525,173.566
"Occipital Mid R",1624.2,6711,3436.02,3.43602,1071,1957,1558.47,1574,168.999
"Occipital Inf L",1214.06,4045,2071.03,2.07103,1046,1858,1446.55,1439,153.179
"Occipital Inf R",1539.32,5856,2998.26,2.99826,984,2006,1496.37,1476,192.704
"Fusiform L",2223.38,9595,4912.62,4.91262,664,2105,1482.26,1500,237.661
"Fusiform R",2049.48,8361,4280.82,4.28082,677,2006,1458.49,1464,224.677
"Postcentral L",2087.12,9008,4612.08,4.61208,886,1932,1395.71,1377,164.23
"Postcentral R",2042.69,9027,4621.81,4.62181,787,1858,1405.98,1390,170.216
"Parietal Sup L",1443.76,5655,2895.35,2.89535,947,1932,1491.84,1488,181.646
"Parietal Sup R",1599.46,7721,3953.14,3.95314,1009,1834,1463.25,1464,168.029
"Parietal Inf L",1025.57,3758,1924.09,1.92409,1120,1908,1481,1451,156.549
"Parietal Inf R",1296.47,4603,2356.73,2.35673,1120,1834,1491.29,1488,140.031
"SupraMarginal L",952.44,3537,1810.94,1.81094,997,1957,1497.73,1488,195.216
"SupraMarginal R",994.635,3849,1970.68,1.97068,1095,1883,1478.83,1464,152.682
"Angular L",1210.51,4754,2434.04,2.43404,1046,1957,1516.81,1500,175.583
"Angular R",1039,3666,1876.98,1.87698,1120,1846,1514.24,1525,148.109
"Precuneus L",2282.93,10293,5270,5.27,775,2006,1461.86,1464,213.896
"Precuneus R",2242.9,10050,5145.58,5.14558,824,2055,1443.92,1451,199.833
"Paracentral Lobule L",948.137,3375,1727.99,1.72799,775,1797,1354.6,1365,202.643
"Paracentral Lobule R",1249.1,5022,2571.25,2.57125,824,1846,1361.53,1365,192.351
"Caudate L",1169.94,2893,1481.21,1.48121,972,1834,1371.82,1390,148.557
"Caudate R",1143.45,2853,1460.73,1.46073,923,1698,1352.44,1377,143.476
"Putamen L",866.823,2617,1339.9,1.3399,1194,1920,1436.1,1439,91.5566
"Putamen R",831.728,2647,1355.26,1.35526,1169,1649,1394.92,1402,79.481
"Pallidum L",764.94,2555,1308.16,1.30816,1071,1834,1375.83,1377,94.3449
"Pallidum R",752.061,2247,1150.46,1.15046,1083,1686,1355.21,1365,83.4487
"Thalamus L",1342.16,7045,3607.03,3.60703,824,1760,1400.29,1414,127.905
"Thalamus R",1334.73,7028,3598.32,3.59832,800,1760,1381.58,1390,125.903
"Heschl L",724.132,1999,1023.48,1.02348,898,1748,1324.35,1291,164.746
"Heschl R",552.588,1522,779.261,0.779261,947,1735,1341.59,1303,168.217
"Temporal Sup L",2009.08,8183,4189.68,4.18968,775,1969,1436.91,1439,202.646
"Temporal Sup R",2090.63,9315,4769.26,4.76926,714,1932,1430.83,1451,202.958
"Temporal Pole Sup L",725.267,2051,1050.11,1.05011,652,1969,1282.46,1254,292.944
"Temporal Pole Sup R",781.435,2085,1067.52,1.06752,603,2006,1240.68,1217,307.944
"Temporal Mid L",2104.54,8592,4399.09,4.39909,861,1957,1442.85,1427,196.845
"Temporal Mid R",2353.86,10147,5195.24,5.19524,763,1982,1465.79,1464,201.616
"Temporal Pole Mid L",439.236,1166,596.99,0.59699,627,2105,1319.07,1267,382.896
"Temporal Pole Mid R",383.564,871,445.95,0.44595,652,2092,1294.3,1254,364.953
"Temporal Inf L",2064.46,8744,4476.91,4.47691,898,1932,1478.81,1488,208.329
"Temporal Inf R",1777.22,7474,3826.67,3.82667,750,1994,1449.54,1464,228.444
"CorpusCallosum",2381.54,4951,2534.9,2.5349,738,2733,1346.39,1316,201.384
"Lateral Ventricle L",2612.92,6733,3447.28,3.44728,1181,3484,2442.97,2411,461.321
"Lateral Ventricle R",2579.71,6544,3350.52,3.35052,1354,3484,2331.85,2288,433.702
"Midbrain L",859.432,3085,1579.51,1.57951,184,1797,1232.09,1267,208.302
"Midbrain R",845.258,3077,1575.42,1.57542,184,1711,1221.71,1254,202.9
"Pons L",411.403,1150,588.798,0.588798,849,1588,1252.75,1291,169.99
"Pons R",423.817,1224,626.686,0.626686,775,1674,1250.44,1291,176.195
"Medulla L",1029.48,3134,1604.6,1.6046,357,1969,1084.65,1106,252.096
"Medulla R",1025.44,3106,1590.27,1.59027,344,1772,1058.55,1057,244.13
"Cerebellum L",2290.33,11591,5934.57,5.93457,775,1871,1463.12,1476,131.43
"Cerebellum R",2223.16,11741,6011.37,6.01137,800,1908,1446.64,1451,128.29
"Vermis Ant L",345.096,818,418.814,0.418814,750,1748,1331.79,1353,175.58
"Vermis Ant R",372.006,943,482.814,0.482814,714,1748,1316.37,1328,162.596
"Vermis Post L",790.149,2380,1218.56,1.21856,320,1858,1318.98,1328,157.086
"Vermis Post R",877.017,2673,1368.57,1.36857,270,1871,1299.17,1303,155.759
"Vermis Cent L",227.42,528,270.335,0.270335,1144,1846,1527.99,1525,113.142
"Vermis Cent R",298.104,742,379.903,0.379903,1021,2055,1508.29,1525,142.298
"Subthalamic Nuc L",90.4074,126,64.5118,0.0645118,1034,1341,1207.37,1217,69.7759
"Subthalamic Nuc R",100.053,145,74.2397,0.0742397,1058,1317,1211.39,1217,63.7688
"Hippocampal Comm",451.176,454,232.447,0.232447,1231,2769,1847.45,1808,253.758
"Fornix",637.262,1012,518.142,0.518142,627,1846,1213.13,1193,272.121
